-0.015 0
0.015 0.000935328
0.045 0.000952282
0.075 0.000969507
0.105 0.00098701
0.135 0.00100479
0.165 0.00102286
0.195 0.00104121
0.225 0.00105986
0.255 0.0010788
0.285 0.00109803
0.315 0.00111758
0.345 0.00113742
0.375 0.00115758
0.405 0.00117806
0.435 0.00119885
0.465 0.00121996
0.495 0.00124141
0.525 0.00126318
0.555 0.00128529
0.585 0.00130774
0.615 0.00133054
0.645 0.00135368
0.675 0.00137717
0.705 0.00140103
0.735 0.00142524
0.765 0.00144982
0.795 0.00147477
0.825 0.0015001
0.855 0.00152581
0.885 0.0015519
0.915 0.00157838
0.945 0.00160526
0.975 0.00163253
1.005 0.00166021
1.035 0.0016883
1.065 0.0017168
1.095 0.00174572
1.125 0.00177506
1.155 0.00180483
1.185 0.00183503
1.215 0.00186567
1.245 0.00189676
1.275 0.00192829
1.305 0.00196028
1.335 0.00199272
1.365 0.00202563
1.395 0.00205901
1.425 0.00209286
1.455 0.0021272
1.485 0.00216202
1.515 0.00219733
1.545 0.00223313
1.575 0.00226944
1.605 0.00230626
1.635 0.00234358
1.665 0.00238143
1.695 0.0024198
1.725 0.0024587
1.755 0.00249814
1.785 0.00253811
1.815 0.00257864
1.845 0.00261972
1.875 0.00266135
1.905 0.00270355
1.935 0.00274632
1.965 0.00278966
1.995 0.00283359
2.025 0.00287811
2.055 0.00292322
2.085 0.00296893
2.115 0.00301525
2.145 0.00306217
2.175 0.00310972
2.205 0.0031579
2.235 0.0032067
2.265 0.00325613
2.295 0.00330622
2.325 0.00335695
2.355 0.00340834
2.385 0.00346039
2.415 0.00351311
2.445 0.0035665
2.475 0.00362058
2.505 0.00367534
2.535 0.00373079
2.565 0.00378695
2.595 0.00384382
2.625 0.00390139
2.655 0.00395969
2.685 0.00401871
2.715 0.00407847
2.745 0.00413896
2.775 0.0042002
2.805 0.0042622
2.835 0.00432496
2.865 0.00438847
2.895 0.00445277
2.925 0.00451784
2.955 0.00458369
2.985 0.00465035
3.015 0.00471779
3.045 0.00478605
3.075 0.00485512
3.105 0.004925
3.135 0.00499572
3.165 0.00506727
3.195 0.00513965
3.225 0.00521289
3.255 0.00528697
3.285 0.00536192
3.315 0.00543773
3.345 0.00551441
3.375 0.00559198
3.405 0.00567043
3.435 0.00574978
3.465 0.00583002
3.495 0.00591118
3.525 0.00599325
3.555 0.00607624
3.585 0.00616015
3.615 0.006245
3.645 0.00633079
3.675 0.00641753
3.705 0.00650522
3.735 0.00659387
3.765 0.0066835
3.795 0.00677409
3.825 0.00686567
3.855 0.00695823
3.885 0.00705179
3.915 0.00714635
3.945 0.00724191
3.975 0.0073385
4.005 0.00743609
4.035 0.00753472
4.065 0.00763438
4.095 0.00773508
4.125 0.00783682
4.155 0.00793962
4.185 0.00804347
4.215 0.0081484
4.245 0.00825439
4.275 0.00836146
4.305 0.00846962
4.335 0.00857887
4.365 0.0086892
4.395 0.00880065
4.425 0.00891319
4.455 0.00902687
4.485 0.00914165
4.515 0.00925756
4.545 0.00937461
4.575 0.00949279
4.605 0.00961213
4.635 0.00973261
4.665 0.00985423
4.695 0.00997703
4.725 0.010101
4.755 0.0102261
4.785 0.0103524
4.815 0.0104799
4.845 0.0106086
4.875 0.0107385
4.905 0.0108695
4.935 0.0110018
4.965 0.0111353
4.995 0.01127
5.025 0.0114059
5.055 0.0115431
5.085 0.0116814
5.115 0.011821
5.145 0.0119619
5.175 0.012104
5.205 0.0122473
5.235 0.0123919
5.265 0.0125377
5.295 0.0126848
5.325 0.0128332
5.355 0.0129828
5.385 0.0131337
5.415 0.0132859
5.445 0.0134393
5.475 0.0135941
5.505 0.0137501
5.535 0.0139074
5.565 0.014066
5.595 0.0142259
5.625 0.0143871
5.655 0.0145496
5.685 0.0147134
5.715 0.0148786
5.745 0.015045
5.775 0.0152127
5.805 0.0153818
5.835 0.0155522
5.865 0.0157239
5.895 0.0158969
5.925 0.0160713
5.955 0.016247
5.985 0.016424
6.015 0.0166023
6.045 0.016782
6.075 0.016963
6.105 0.0171453
6.135 0.017329
6.165 0.017514
6.195 0.0177004
6.225 0.0178881
6.255 0.0180771
6.285 0.0182675
6.315 0.0184592
6.345 0.0186522
6.375 0.0188466
6.405 0.0190424
6.435 0.0192394
6.465 0.0194378
6.495 0.0196376
6.525 0.0198387
6.555 0.0200411
6.585 0.0202449
6.615 0.02045
6.645 0.0206564
6.675 0.0208642
6.705 0.0210733
6.735 0.0212837
6.765 0.0214954
6.795 0.0217085
6.825 0.0219229
6.855 0.0221386
6.885 0.0223557
6.915 0.022574
6.945 0.0227937
6.975 0.0230147
7.005 0.023237
7.035 0.0234606
7.065 0.0236855
7.095 0.0239116
7.125 0.0241391
7.155 0.0243679
7.185 0.0245979
7.215 0.0248292
7.245 0.0250618
